City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
476,Virginia Beach,US,36.8529,-75.978,53.02,77,0,0.0,clear sky
477,Gushikawa,JP,26.3544,127.8686,83.43,80,100,21.85,overcast clouds
478,Jadu,LY,31.953,12.0261,55.54,79,0,2.59,clear sky
479,Pozo Colorado,PY,-23.4923,-58.7972,63.34,97,12,1.28,few clouds
480,Lanzhou,CN,36.0564,103.7922,60.58,38,47,9.01,scattered clouds
481,Grand Island,US,40.925,-98.342,59.02,41,0,10.36,clear sky
482,College,US,64.8569,-147.8028,36.59,91,75,8.05,light rain
483,Novaya Bryan,RU,51.7159,108.2691,39.69,55,91,2.01,overcast clouds
484,Caravelas,BR,-17.7125,-39.2481,71.31,91,11,5.82,few clouds
485,Harper,LR,4.375,-7.7169,75.52,87,57,3.33,broken clouds
486,Luba,GQ,3.4568,8.5547,77.05,86,94,4.43,moderate rain
487,Cururupu,BR,-1.8283,-44.8683,75.22,92,44,3.31,scattered clouds
488,Santa Cruz,BO,-17.8,-63.1667,72.86,83,75,6.91,thunderstorm with light rain
489,Xucheng,CN,20.35,110.1288,77.16,77,93,17.85,overcast clouds
490,Pisco,PE,-13.7,-76.2167,59.02,80,11,1.81,few clouds
491,Fort Nelson,CA,58.8053,-122.7002,48.94,36,96,5.01,overcast clouds
492,Quelimane,MZ,-17.8786,36.8883,76.33,83,32,4.85,scattered clouds
493,Laerdalsoyri,NO,61.098,7.4816,39.52,60,0,5.75,clear sky
494,Arenapolis,BR,-14.4503,-56.8461,76.03,77,100,3.06,overcast clouds
495,Husavik,IS,66.0449,-17.3389,35.6,91,100,2.82,overcast clouds
496,Selfoss,IS,63.9331,-20.9971,39.04,64,98,11.16,overcast clouds
497,Dapdap,PH,12.062,125.4881,85.62,68,98,6.6,overcast clouds
498,Rincon,US,32.296,-81.2354,56.86,76,0,0.0,clear sky
499,Paamiut,GL,61.994,-49.6678,40.73,59,100,34.45,light rain
500,Samagaltay,RU,50.6022,95.0047,36.95,39,100,7.45,overcast clouds
501,Rudbar,AF,30.15,62.6,72.86,15,0,1.59,clear sky
502,Nouadhibou,MR,20.931,-17.0347,71.73,78,0,18.16,clear sky
503,Khasan,RU,42.4308,130.6434,63.19,44,49,1.95,scattered clouds
504,Ilulissat,GL,69.2167,-51.1,21.22,73,75,2.3,broken clouds
505,Saldanha,ZA,-33.0117,17.9442,58.77,84,58,18.45,broken clouds
506,Trindade,BR,-16.6494,-49.4889,76.39,41,100,4.41,overcast clouds
507,Prado,BR,-17.3411,-39.2208,71.83,90,23,7.78,few clouds
508,Borovskoy,KZ,53.8,64.15,43.72,88,100,2.59,overcast clouds
509,Kysyl-Syr,RU,63.8986,122.7617,26.11,86,93,7.61,overcast clouds
510,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.9,85,37,1.88,scattered clouds
511,Wodonga,AU,-36.1167,146.8833,71.11,100,75,10.36,moderate rain
512,Shenzhen,CN,22.5455,114.0683,85.86,60,48,1.81,scattered clouds
513,Harnosand,SE,62.6323,17.9379,37.0,82,26,7.4,scattered clouds
514,Kidal,ML,18.4411,1.4078,76.06,20,31,13.56,scattered clouds
515,Charlottetown,CA,46.2352,-63.1267,51.21,70,5,8.99,clear sky
516,Sarahan,IN,31.5167,77.8,54.88,45,1,3.06,clear sky
517,Teya,RU,60.3778,92.6267,37.51,74,99,4.59,overcast clouds
518,Huilong,CN,31.8111,121.655,71.26,60,85,11.63,overcast clouds
519,Komsomolskiy,UZ,40.4272,71.7189,52.52,66,37,2.3,scattered clouds
520,Makakilo City,US,21.3469,-158.0858,77.45,72,75,10.36,broken clouds
521,Moose Factory,CA,51.2585,-80.6094,33.78,93,100,16.11,overcast clouds
522,Sai Buri,TH,6.7013,101.6168,82.96,80,100,4.43,overcast clouds
523,Son La,VN,21.3167,103.9,73.8,72,79,2.15,broken clouds
524,Gamba,GA,-2.65,10.0,75.18,88,59,3.62,light rain
525,Karpogory,RU,64.0019,44.4451,29.88,94,92,5.01,snow
526,Cananeia,BR,-25.0147,-47.9267,68.45,97,100,4.61,moderate rain
527,Kloulklubed,PW,7.0419,134.2556,81.54,75,100,5.55,overcast clouds
528,Gat,IL,31.61,34.7642,71.4,100,67,5.06,broken clouds
529,Staroderevyankovskaya,RU,46.1276,38.9674,49.28,75,95,13.71,overcast clouds
530,Ouallam,NE,14.3188,2.0866,82.18,18,27,7.43,scattered clouds
531,Port Hardy,CA,50.6996,-127.4199,48.99,84,89,11.12,overcast clouds
532,Tabuk,PH,17.4189,121.4443,75.7,93,100,0.94,overcast clouds
533,Zeya,RU,53.75,127.2667,39.7,37,2,7.45,clear sky
534,Anloga,GH,5.7947,0.8973,79.34,83,22,9.48,few clouds
535,Yuzhnyy,RU,53.2542,83.6936,40.53,100,75,2.24,moderate rain
536,Igarka,RU,67.4667,86.5833,33.37,99,100,16.33,light snow
537,Koslan,RU,63.4564,48.8989,28.99,92,97,13.44,snow
538,Coahuayana,MX,18.7333,-103.6833,75.43,93,100,3.89,overcast clouds
539,Victoria Point,AU,-27.5833,153.3,72.18,92,57,1.01,moderate rain
540,Vao,NC,-22.6667,167.4833,71.46,65,100,18.68,overcast clouds
541,Medvezhyegorsk,RU,62.9167,34.4667,33.96,78,100,4.79,overcast clouds
542,Labuhan,ID,-6.8844,112.2051,85.73,68,100,5.37,moderate rain
543,Albury,AU,-36.0833,146.9167,71.15,100,75,10.36,moderate rain
544,Panama City,PA,8.9936,-79.5197,78.39,86,100,3.62,overcast clouds
545,Matamoros,MX,25.5333,-103.25,67.1,39,0,1.92,clear sky
546,Bayir,TR,37.2687,28.2167,57.72,70,0,5.21,clear sky
547,Jibuti,DJ,11.5,42.5,74.37,74,0,14.36,clear sky
548,Mattru,SL,7.6244,-11.8332,71.73,98,61,0.74,light rain
549,Embu,BR,-23.6489,-46.8522,73.11,94,49,5.77,light rain
550,Boyolangu,ID,-8.1181,111.8935,84.07,72,99,4.76,light rain
551,Dickson,US,36.077,-87.3878,45.95,60,0,6.73,clear sky
552,Amga,RU,60.8953,131.9608,23.25,86,100,5.03,overcast clouds
553,Luanda,AO,-8.8368,13.2343,75.2,88,75,8.05,broken clouds
554,Lorengau,PG,-2.0226,147.2712,85.73,66,79,6.06,broken clouds
555,Honiara,SB,-9.4333,159.95,83.68,78,100,4.38,overcast clouds
556,Neuquen,AR,-38.9516,-68.0591,57.72,46,100,25.43,light rain
557,Nyzy,UA,50.7828,34.7844,37.4,84,53,6.17,broken clouds
558,Dedza,MW,-14.3779,34.3332,61.36,59,95,3.62,overcast clouds
559,San Andres,CO,12.5847,-81.7006,82.42,83,40,3.44,scattered clouds
560,Ponnampet,IN,12.15,75.9333,74.5,79,75,3.29,broken clouds
561,Padang,ID,-0.9492,100.3543,86.05,74,87,4.52,overcast clouds
562,Cabedelo,BR,-6.9811,-34.8339,76.59,69,10,14.7,clear sky
563,Kapit,MY,2.0167,112.9333,93.33,50,63,1.57,broken clouds
564,Tevaitoa,PF,-16.7833,-151.5,78.84,77,68,14.38,light rain
565,Althofen,AT,46.8818,14.4676,54.16,97,97,0.83,overcast clouds
566,San Pedro,PH,14.35,121.0167,87.35,68,100,4.14,overcast clouds
567,Nantucket,US,41.2835,-70.0995,59.11,68,20,17.27,few clouds
568,Yeppoon,AU,-23.1333,150.7333,78.58,75,96,10.94,overcast clouds
569,Rajanpur,PK,29.1035,70.325,81.82,33,0,16.75,clear sky
570,Fukue,JP,32.6881,128.8419,70.11,63,64,6.49,broken clouds
571,Bandarbeyla,SO,9.4942,50.8122,78.94,80,1,9.24,clear sky
572,Bundaberg,AU,-24.85,152.35,80.22,80,37,8.01,scattered clouds
573,Montepuez,MZ,-13.1256,38.9997,68.56,79,81,4.07,broken clouds
574,Sicamous,CA,50.8331,-118.9856,49.19,87,97,2.21,overcast clouds
575,Sorong,ID,-0.8833,131.25,84.87,68,73,7.58,broken clouds
576,Moussoro,TD,13.6408,16.4901,81.28,22,13,9.91,few clouds
577,Plast,RU,54.3691,60.8136,39.97,85,100,2.17,overcast clouds
578,Yatou,CN,37.15,122.3833,65.89,56,71,11.48,broken clouds
579,Amuntai,ID,-2.4177,115.2494,86.34,75,100,1.28,overcast clouds
580,Ransang,PH,8.9603,117.5828,85.08,72,86,2.57,overcast clouds
581,Yining,CN,29.0361,114.5636,80.49,29,58,4.45,broken clouds
582,Palmas De Monte Alto,BR,-14.2672,-43.1619,73.53,58,80,8.34,broken clouds
583,Mao,ES,39.8885,4.2658,72.16,94,0,9.22,clear sky
584,La Libertad,EC,-2.2333,-80.9,68.02,84,100,9.95,overcast clouds
585,Quatre Cocos,MU,-20.2078,57.7625,74.08,75,39,11.52,scattered clouds
586,Williams Lake,CA,52.1415,-122.1445,43.05,76,100,2.3,overcast clouds
587,Karema,TZ,-6.8205,30.4389,76.98,48,99,4.23,overcast clouds
588,Puerto Maldonado,PE,-12.6,-69.1833,75.09,87,99,2.19,overcast clouds
589,Perpignan,FR,42.75,2.75,69.44,60,0,9.22,clear sky
590,Cozumel,MX,20.5083,-86.9458,78.08,75,75,8.01,broken clouds
591,Japura,ID,-0.3167,102.35,91.94,52,55,2.95,broken clouds
592,Farafangana,MG,-22.8167,47.8333,74.01,71,31,9.17,scattered clouds
593,Yumen,CN,40.2833,97.2,50.07,31,1,10.76,clear sky
594,Coruripe,BR,-10.1256,-36.1756,73.22,79,1,7.87,clear sky
595,Mareeba,AU,-17.0,145.4333,77.49,49,95,7.14,overcast clouds
596,Maarianhamina,AX,60.0973,19.9348,42.66,87,100,1.14,overcast clouds
597,Kaitangata,NZ,-46.2817,169.8464,53.6,46,80,11.97,broken clouds
598,Half Moon Bay,US,37.4636,-122.4286,65.88,85,100,14.97,mist
599,Bluefields,NI,12.0137,-83.7635,76.8,90,64,4.03,broken clouds
600,Jalu,LY,29.0331,21.5482,66.49,62,71,5.73,broken clouds
601,Takaka,NZ,-40.85,172.8,55.56,84,100,2.01,overcast clouds
602,Puerto Leguizamo,CO,-0.1934,-74.7819,71.94,92,68,0.38,broken clouds
603,Santiago De Cuba,CU,20.0247,-75.8219,74.25,90,95,2.77,overcast clouds
604,Gizo,SB,-8.103,156.8419,83.84,71,93,2.68,moderate rain
605,Acqui Terme,IT,44.6751,8.4675,67.89,92,100,1.01,overcast clouds
606,Pascoag,US,41.9557,-71.7023,48.72,85,0,0.0,clear sky
607,Portland,US,45.5234,-122.6762,62.98,82,20,5.75,few clouds
608,Kristiansund,NO,63.1115,7.732,38.05,87,1,4.61,clear sky
609,Mantua,IT,45.1667,10.7833,61.05,87,99,1.01,light rain
610,Olga,RU,43.7444,135.2892,58.6,54,100,5.91,overcast clouds
611,Ramacca,IT,37.3881,14.6927,61.66,86,0,1.21,clear sky
612,Aklavik,CA,68.2191,-135.0107,17.58,98,100,1.68,overcast clouds
613,Colares,PT,38.7992,-9.4469,66.76,98,100,21.0,overcast clouds
614,Mamakan,RU,57.8161,114.0028,31.87,81,100,1.19,overcast clouds
615,Sorland,NO,67.667,12.6934,40.86,76,99,10.45,overcast clouds
616,Yulara,AU,-25.2406,130.9889,90.99,14,0,8.16,clear sky
617,Stornoway,GB,58.2093,-6.3865,51.76,85,100,9.22,overcast clouds
618,Carnduff,CA,49.1667,-101.8009,51.39,39,100,17.85,overcast clouds
619,Kizhinga,RU,51.8462,109.9097,38.5,50,38,4.7,scattered clouds
620,Muroto,JP,33.2833,134.15,70.54,55,59,5.5,broken clouds
621,Carutapera,BR,-1.195,-46.02,77.04,88,80,5.46,broken clouds
622,Shambu,ET,9.5667,37.1,49.68,90,49,3.24,scattered clouds
623,Iquique,CL,-20.2208,-70.1431,60.84,71,47,1.81,scattered clouds
624,Tyukhtet,RU,56.5389,89.3011,40.24,83,100,10.65,overcast clouds
625,Alamosa,US,37.4695,-105.87,42.78,39,0,6.91,clear sky
626,Vestmanna,FO,62.1564,-7.1664,47.32,87,100,16.11,overcast clouds
627,Rawah,IQ,34.4816,41.9093,70.07,47,21,4.34,few clouds
628,Barka Kana,IN,23.6167,85.4833,75.04,62,0,5.59,clear sky
629,Juneau,US,58.3019,-134.4197,45.21,97,100,8.05,moderate rain
630,Riyadh,SA,24.6877,46.7219,69.94,15,0,4.76,clear sky
631,Nautla,MX,20.2167,-96.7833,69.93,85,100,4.72,overcast clouds
632,Alice,US,27.7523,-98.0697,65.55,72,0,10.36,clear sky
633,Qena,EG,26.1615,32.7183,73.13,44,4,6.31,clear sky
634,Mariel,CU,22.9875,-82.7536,71.11,67,64,13.04,broken clouds
635,Swellendam,ZA,-34.0226,20.4417,54.7,85,25,0.63,scattered clouds
636,Praia,CV,14.9215,-23.5087,73.94,88,20,5.75,few clouds
637,Gorontalo,ID,0.5412,123.0595,87.42,70,68,3.47,broken clouds
638,Mpika,ZM,-11.8343,31.4529,61.47,58,81,6.51,broken clouds
639,San Juan,AR,-31.5375,-68.5364,70.27,26,0,8.37,clear sky
640,Pingzhuang,CN,42.0372,119.2889,66.54,22,0,11.18,clear sky
641,Vytegra,RU,61.0064,36.4481,38.68,74,100,6.51,light rain
642,Trogir,HR,43.5125,16.2517,57.25,58,0,1.14,clear sky
643,Mayo,US,38.8876,-76.5119,52.12,77,0,3.0,clear sky
644,Mana,GF,5.6592,-53.7767,78.66,86,68,7.78,broken clouds
645,Mount Gambier,AU,-37.8333,140.7667,66.11,88,100,14.97,light intensity shower rain
646,Sinnamary,GF,5.3833,-52.95,78.76,84,92,7.9,overcast clouds
647,Inirida,CO,3.8653,-67.9239,73.38,97,100,1.16,heavy intensity rain
648,Somerville,US,42.3876,-71.0995,51.13,73,20,11.5,few clouds
649,Apollonia,GR,36.9716,24.7231,62.19,65,0,32.32,clear sky
650,Dolores,AR,-36.3132,-57.6792,58.28,97,96,5.14,overcast clouds
651,Kargasok,RU,59.0556,80.8572,39.7,80,99,11.54,overcast clouds
652,Coaticook,CA,45.1334,-71.7991,42.57,62,67,7.92,broken clouds
653,Onalaska,US,43.8844,-91.2351,48.25,71,0,8.05,clear sky
654,Bilma,NE,18.6853,12.9164,69.42,27,2,9.35,clear sky
655,Takoradi,GH,4.8845,-1.7554,76.24,87,57,5.84,broken clouds
656,Wajima,JP,37.4,136.9,66.6,59,84,15.1,broken clouds
657,Vejalpur,IN,22.6833,73.5667,82.44,46,0,8.43,clear sky
658,Ludvika,SE,60.1496,15.1878,38.77,95,63,2.01,broken clouds
659,Beyneu,KZ,45.3167,55.2,58.28,70,25,5.95,scattered clouds
660,Ardmore,US,34.1743,-97.1436,60.03,75,0,0.0,clear sky
661,Maracas,BR,-13.4411,-40.4308,60.75,92,60,4.74,broken clouds
662,Shimoni,KE,-4.6476,39.3817,75.29,78,92,9.04,overcast clouds
663,Charlestown,AU,-32.95,151.6667,75.69,81,98,4.0,light rain
664,Alyangula,AU,-13.8483,136.4192,90.07,54,98,3.96,overcast clouds
665,Kimbe,PG,-5.5502,150.1429,90.23,56,87,9.37,overcast clouds
666,Mabaruma,GY,8.2,-59.7833,74.61,91,24,2.15,few clouds
667,Luang Prabang,LA,19.8856,102.1347,85.19,51,9,2.73,clear sky
668,Drumheller,CA,51.4617,-112.7101,47.25,46,53,2.51,broken clouds
669,Eureka,US,40.8021,-124.1637,59.67,79,100,1.16,overcast clouds
670,Port Augusta,AU,-32.5,137.7667,78.44,49,4,11.61,clear sky
671,Melo,UY,-32.3667,-54.1833,58.5,98,100,12.06,overcast clouds
672,Randolph,US,35.7001,-79.8164,44.74,87,0,0.0,clear sky
673,North Bend,US,43.4065,-124.2243,59.92,99,100,16.11,mist
674,Comodoro Rivadavia,AR,-45.8667,-67.5,39.06,75,0,8.05,clear sky
675,Villarrica,PY,-25.75,-56.4333,64.47,97,74,2.51,broken clouds
676,Warrington,GB,53.3925,-2.5802,52.86,97,20,6.91,few clouds
677,Palmer,US,42.1584,-72.3287,45.18,88,0,0.0,clear sky
678,Baiao,BR,-2.7906,-49.6717,74.77,92,14,2.19,few clouds
679,Virden,US,39.5009,-89.7679,53.62,56,70,8.59,broken clouds
680,Toora-Khem,RU,52.4675,96.11,36.5,42,98,1.5,overcast clouds
681,Denpasar,ID,-8.65,115.2167,87.46,79,20,6.91,few clouds
682,Imbituba,BR,-28.24,-48.6703,73.85,93,100,13.33,overcast clouds
683,Deleni,RO,47.4667,26.8833,37.67,76,0,1.39,clear sky
684,Santa Maria,BR,-29.6842,-53.8069,64.87,97,94,6.8,overcast clouds
685,Northam,GB,51.0333,-4.2167,58.6,94,98,20.87,overcast clouds
686,Clinton,US,42.587,-82.9199,38.28,93,0,0.0,clear sky
687,Sibolga,ID,1.7427,98.7792,77.83,88,99,7.38,overcast clouds
688,Plotnikovo,RU,55.0247,85.9436,41.34,77,98,8.99,overcast clouds
689,Pierre,US,44.3683,-100.351,61.29,30,0,9.22,clear sky
690,Panjab,AF,34.388,67.0233,46.31,20,4,0.6,clear sky
691,Leshukonskoye,RU,64.8989,45.7622,30.83,85,100,10.67,snow
692,Sompeta,IN,18.9333,84.6,81.84,68,1,8.75,clear sky
693,Muros,ES,42.7762,-9.0603,60.84,87,66,22.1,broken clouds
694,Odienne,CI,9.51,-7.5692,69.66,90,36,2.39,scattered clouds
695,Odweyne,SO,9.4092,45.064,70.74,74,67,6.69,light rain
696,Upington,ZA,-28.4478,21.2561,72.7,44,55,11.97,broken clouds
697,Galveston,US,29.3669,-94.9669,71.56,71,0,13.8,clear sky
698,Fuerte Olimpo,PY,-21.0415,-57.8738,69.06,98,78,4.61,broken clouds
699,Manzhouli,CN,49.6,117.4333,45.57,30,10,13.22,clear sky
700,Rabo De Peixe,PT,37.8,-25.5833,60.28,94,20,6.91,few clouds
701,Nago,JP,26.5881,127.9761,81.45,80,62,19.04,broken clouds
702,Hare Bay,CA,48.8499,-54.0148,60.15,97,100,7.9,overcast clouds
703,Sola,VU,-13.8833,167.55,81.84,72,79,16.06,broken clouds
704,Barabai,ID,-2.5833,115.3833,86.52,75,100,1.45,overcast clouds
705,Oranjestad,AW,12.524,-70.027,82.9,85,71,1.01,broken clouds
706,Bam,IR,29.106,58.357,75.6,17,4,2.15,clear sky
707,Fukuma,JP,33.7667,130.4667,78.3,42,86,3.44,overcast clouds
708,Linhares,BR,-19.3911,-40.0722,70.59,90,38,3.11,scattered clouds
709,Jiblah,YE,13.9216,44.1467,62.51,47,2,3.15,clear sky
710,Spring Hill,US,28.4769,-82.5255,63.82,78,40,0.0,scattered clouds
711,Verkhnyaya Maksakovka,RU,61.635,50.9674,30.22,100,100,8.99,overcast clouds
712,Cranford,US,40.6584,-74.2996,54.73,66,0,3.44,clear sky
713,Brownsville,US,25.9018,-97.4975,68.02,73,0,5.75,clear sky
714,Trani,IT,41.2727,16.4154,52.12,69,28,3.47,scattered clouds
715,Almaznyy,RU,48.0448,40.045,39.4,95,100,21.09,light rain
